id,fuel_type,price_per_litre,region,source,recorded_at,is_active
16798,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16815,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16816,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16831,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16832,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16843,diesel,1.476,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16844,petrol,1.386,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16857,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16858,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16887,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16888,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16915,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16916,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16945,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16946,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16957,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16958,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16975,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16976,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16993,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
16994,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17003,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17004,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17021,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17022,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17033,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17034,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17063,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17064,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17097,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17098,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17131,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17132,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
16249,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16250,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16265,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16266,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16279,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16280,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16291,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16292,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16309,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16310,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16323,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16324,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16341,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16342,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16355,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16356,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16375,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16376,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16389,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16390,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16407,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16408,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16425,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16426,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16457,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16458,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16471,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16472,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16491,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16492,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16501,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16502,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16525,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16526,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16543,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16544,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16561,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16562,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16577,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16578,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16593,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16594,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16625,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16626,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16655,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16656,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16687,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16688,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16703,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16704,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16717,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16718,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16729,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16730,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16747,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16748,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16763,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16764,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16779,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16780,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16795,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16796,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16813,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16814,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16827,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16828,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16861,diesel,1.493,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16862,petrol,1.403,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16875,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16876,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16891,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16892,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16903,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16904,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16921,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16922,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16935,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16936,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16949,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16950,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16963,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16964,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
17005,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17006,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17037,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17038,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17053,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17054,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
16263,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16264,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16277,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16278,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16307,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16308,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16339,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16340,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16353,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16354,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16371,diesel,1.485,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16372,petrol,1.395,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16387,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16388,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16403,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16404,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16419,diesel,1.475,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16420,petrol,1.385,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16449,diesel,1.477,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16450,petrol,1.387,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16465,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16466,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16481,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16482,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16497,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16498,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16509,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16510,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16521,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16522,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16537,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16538,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16553,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16554,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16569,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16570,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16585,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16586,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16603,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16604,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16635,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16636,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16645,diesel,1.478,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16646,petrol,1.388,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16661,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16662,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16707,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16708,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16721,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16722,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16733,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16734,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16751,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16752,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16767,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16768,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16783,diesel,1.482,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16784,petrol,1.392,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16801,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16802,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16835,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16836,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16847,diesel,1.483,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16848,petrol,1.393,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16867,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16868,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16923,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16924,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16937,diesel,1.492,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16938,petrol,1.402,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16965,diesel,1.486,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16966,petrol,1.396,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16981,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16982,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
17007,diesel,1.479,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17008,petrol,1.389,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17023,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17024,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17039,diesel,1.491,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17040,petrol,1.401,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17055,diesel,1.480,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17056,petrol,1.390,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17067,diesel,1.484,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17068,petrol,1.394,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17085,diesel,1.487,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17086,petrol,1.397,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17105,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
17106,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:56 GMT+0000 (Coordinated Universal Time),true
16329,diesel,1.495,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16330,petrol,1.405,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16361,diesel,1.490,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16362,petrol,1.400,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16379,diesel,1.489,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16380,petrol,1.399,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16395,diesel,1.488,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16396,petrol,1.398,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16411,diesel,1.481,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16412,petrol,1.391,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16431,diesel,1.494,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
16432,petrol,1.404,UK,Automated Monthly Update,Sat Jul 05 2025 13:43:55 GMT+0000 (Coordinated Universal Time),true
